factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
128447	128446	8000-wordsteps/mp3/snow.mp3	снег, падать (о снеге)	{}	{1002=eng-rus}
9706	2000	1000-puzzle-english/mp3/freedictionary_UK/white.mp3	белый	{1008=freedictionary_uk}	{1002=eng-rus}
9707	2000	1000-puzzle-english/mp3/collins_US/white.mp3	белый	{1008=collins_us}	{1002=eng-rus}
9708	2000	1000-puzzle-english/mp3/macmillan_UK/white.mp3	белый	{1008=macmillan_uk}	{1002=eng-rus}
9709	2000	1000-puzzle-english/mp3/freedictionary_US/white.mp3	белый	{1008=freedictionary_us}	{1002=eng-rus}
9710	2000	1000-puzzle-english/mp3/peterBaker_UK/white.mp3	белый	{1008=peterbaker_uk}	{1002=eng-rus}
9711	2000	1000-puzzle-english/mp3/howjsay_UK/white.mp3	белый	{1008=howjsay_uk}	{1002=eng-rus}
9712	2000	1000-puzzle-english/mp3/campbridge_US/white.mp3	белый	{1008=campbridge_us}	{1002=eng-rus}
9713	2000	1000-puzzle-english/mp3/vocalware_hugh_UK/white.mp3	белый	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9714	2000	1000-puzzle-english/mp3/campbridge_UK/white.mp3	белый	{1008=campbridge_uk}	{1002=eng-rus}
9715	2000	1000-puzzle-english/mp3/collins_UK/white.mp3	белый	{1008=collins_uk}	{1002=eng-rus}
9716	2000	1000-puzzle-english/mp3/SteveElliott_UK/white.mp3	белый	{1008=steveelliott_uk}	{1002=eng-rus}
9717	2000	1000-puzzle-english/mp3/yandex_UK/white.mp3	белый	{1008=yandex_uk}	{1002=eng-rus}
57639	2000	10000-kreekly/mp3/Joey/white.mp3	белый	{1008=joey}	{1002=eng-rus}
57640	2000	10000-kreekly/mp3/Kendra/white.mp3	белый	{1008=kendra}	{1002=eng-rus}
57641	2000	10000-kreekly/mp3/Kimberly/white.mp3	белый	{1008=kimberly}	{1002=eng-rus}
57642	2000	10000-kreekly/mp3/Ivy/white.mp3	белый	{1008=ivy}	{1002=eng-rus}
57643	2000	10000-kreekly/mp3/Justin/white.mp3	белый	{1008=justin}	{1002=eng-rus}
57644	2000	10000-kreekly/mp3/Joanna/white.mp3	белый	{1008=joanna}	{1002=eng-rus}
57645	2000	10000-kreekly/mp3/Salli/white.mp3	белый	{1008=salli}	{1002=eng-rus}
57646	2000	10000-kreekly/mp3/Matthew/white.mp3	белый	{1008=matthew}	{1002=eng-rus}
125722	2000	8000-wordsteps/mp3/white.mp3	белый	{}	{1002=eng-rus}
97704	2006	10000-kreekly/mp3/Joey/pale.mp3	бледный	{1008=joey}	{1002=eng-rus}
97705	2006	10000-kreekly/mp3/Kendra/pale.mp3	бледный	{1008=kendra}	{1002=eng-rus}
97706	2006	10000-kreekly/mp3/Kimberly/pale.mp3	бледный	{1008=kimberly}	{1002=eng-rus}
97707	2006	10000-kreekly/mp3/Justin/pale.mp3	бледный	{1008=justin}	{1002=eng-rus}
97708	2006	10000-kreekly/mp3/Joanna/pale.mp3	бледный	{1008=joanna}	{1002=eng-rus}
97709	2006	10000-kreekly/mp3/Salli/pale.mp3	бледный	{1008=salli}	{1002=eng-rus}
97710	2006	10000-kreekly/mp3/Matthew/pale.mp3	бледный	{1008=matthew}	{1002=eng-rus}
122970	2006	5000-studynow/mp3/pale.mp3	бледный	{}	{1002=eng-rus}
129271	2006	8000-wordsteps/mp3/pale.mp3	бледный	{}	{1002=eng-rus}
81299	2018	10000-kreekly/mp3/Joey/bronze.mp3	бронзовый	{1008=joey}	{1002=eng-rus}
81299	81298	10000-kreekly/mp3/Joey/bronze.mp3	бронза	{1008=joey}	{1002=eng-rus}
81300	2018	10000-kreekly/mp3/Kendra/bronze.mp3	бронзовый	{1008=kendra}	{1002=eng-rus}
81300	81298	10000-kreekly/mp3/Kendra/bronze.mp3	бронза	{1008=kendra}	{1002=eng-rus}
81301	2018	10000-kreekly/mp3/Kimberly/bronze.mp3	бронзовый	{1008=kimberly}	{1002=eng-rus}
81301	81298	10000-kreekly/mp3/Kimberly/bronze.mp3	бронза	{1008=kimberly}	{1002=eng-rus}
81302	2018	10000-kreekly/mp3/Justin/bronze.mp3	бронзовый	{1008=justin}	{1002=eng-rus}
81302	81298	10000-kreekly/mp3/Justin/bronze.mp3	бронза	{1008=justin}	{1002=eng-rus}
81303	2018	10000-kreekly/mp3/Joanna/bronze.mp3	бронзовый	{1008=joanna}	{1002=eng-rus}
81303	81298	10000-kreekly/mp3/Joanna/bronze.mp3	бронза	{1008=joanna}	{1002=eng-rus}
81304	2018	10000-kreekly/mp3/Salli/bronze.mp3	бронзовый	{1008=salli}	{1002=eng-rus}
81304	81298	10000-kreekly/mp3/Salli/bronze.mp3	бронза	{1008=salli}	{1002=eng-rus}
81305	2018	10000-kreekly/mp3/Matthew/bronze.mp3	бронзовый	{1008=matthew}	{1002=eng-rus}
81305	81298	10000-kreekly/mp3/Matthew/bronze.mp3	бронза	{1008=matthew}	{1002=eng-rus}
129871	2018	8000-wordsteps/mp3/bronze.mp3	бронзовый	{}	{1002=eng-rus}
129871	81298	8000-wordsteps/mp3/bronze.mp3	бронза	{}	{1002=eng-rus}
17552	2024	1000-puzzle-english/mp3/freedictionary_UK/yellow.mp3	желтый	{1008=freedictionary_uk}	{1002=eng-rus}
17553	2024	1000-puzzle-english/mp3/collins_US/yellow.mp3	желтый	{1008=collins_us}	{1002=eng-rus}
17554	2024	1000-puzzle-english/mp3/macmillan_UK/yellow.mp3	желтый	{1008=macmillan_uk}	{1002=eng-rus}
17555	2024	1000-puzzle-english/mp3/freedictionary_US/yellow.mp3	желтый	{1008=freedictionary_us}	{1002=eng-rus}
17556	2024	1000-puzzle-english/mp3/peterBaker_UK/yellow.mp3	желтый	{1008=peterbaker_uk}	{1002=eng-rus}
17557	2024	1000-puzzle-english/mp3/howjsay_UK/yellow.mp3	желтый	{1008=howjsay_uk}	{1002=eng-rus}
17558	2024	1000-puzzle-english/mp3/campbridge_US/yellow.mp3	желтый	{1008=campbridge_us}	{1002=eng-rus}
17559	2024	1000-puzzle-english/mp3/vocalware_hugh_UK/yellow.mp3	желтый	{1008=vocalware_hugh_uk}	{1002=eng-rus}
17560	2024	1000-puzzle-english/mp3/campbridge_UK/yellow.mp3	желтый	{1008=campbridge_uk}	{1002=eng-rus}
17561	2024	1000-puzzle-english/mp3/collins_UK/yellow.mp3	желтый	{1008=collins_uk}	{1002=eng-rus}
17562	2024	1000-puzzle-english/mp3/SteveElliott_UK/yellow.mp3	желтый	{1008=steveelliott_uk}	{1002=eng-rus}
17563	2024	1000-puzzle-english/mp3/yandex_UK/yellow.mp3	желтый	{1008=yandex_uk}	{1002=eng-rus}
113400	2024	10000-kreekly/mp3/Joey/yellow.mp3	желтый	{1008=joey}	{1002=eng-rus}
113401	2024	10000-kreekly/mp3/Kendra/yellow.mp3	желтый	{1008=kendra}	{1002=eng-rus}
113402	2024	10000-kreekly/mp3/Kimberly/yellow.mp3	желтый	{1008=kimberly}	{1002=eng-rus}
113403	2024	10000-kreekly/mp3/Ivy/yellow.mp3	желтый	{1008=ivy}	{1002=eng-rus}
113404	2024	10000-kreekly/mp3/Justin/yellow.mp3	желтый	{1008=justin}	{1002=eng-rus}
113405	2024	10000-kreekly/mp3/Joanna/yellow.mp3	желтый	{1008=joanna}	{1002=eng-rus}
113406	2024	10000-kreekly/mp3/Salli/yellow.mp3	желтый	{1008=salli}	{1002=eng-rus}
113407	2024	10000-kreekly/mp3/Matthew/yellow.mp3	желтый	{1008=matthew}	{1002=eng-rus}
125724	2024	8000-wordsteps/mp3/yellow.mp3	желтый	{}	{1002=eng-rus}
55232	2027	10000-kreekly/mp3/Joey/pearl.mp3	жемчужный	{1008=joey}	{1002=eng-rus}
55232	55231	10000-kreekly/mp3/Joey/pearl.mp3	жемчужина	{1008=joey}	{1002=eng-rus}
55232	123072	10000-kreekly/mp3/Joey/pearl.mp3	жемчуг, жемчужина	{1008=joey}	{1002=eng-rus}
55232	127954	10000-kreekly/mp3/Joey/pearl.mp3	жемчуг, жемчужный	{1008=joey}	{1002=eng-rus}
55233	2027	10000-kreekly/mp3/Kendra/pearl.mp3	жемчужный	{1008=kendra}	{1002=eng-rus}
55233	55231	10000-kreekly/mp3/Kendra/pearl.mp3	жемчужина	{1008=kendra}	{1002=eng-rus}
55233	123072	10000-kreekly/mp3/Kendra/pearl.mp3	жемчуг, жемчужина	{1008=kendra}	{1002=eng-rus}
55233	127954	10000-kreekly/mp3/Kendra/pearl.mp3	жемчуг, жемчужный	{1008=kendra}	{1002=eng-rus}
55234	2027	10000-kreekly/mp3/Kimberly/pearl.mp3	жемчужный	{1008=kimberly}	{1002=eng-rus}
55234	55231	10000-kreekly/mp3/Kimberly/pearl.mp3	жемчужина	{1008=kimberly}	{1002=eng-rus}
55234	123072	10000-kreekly/mp3/Kimberly/pearl.mp3	жемчуг, жемчужина	{1008=kimberly}	{1002=eng-rus}
55234	127954	10000-kreekly/mp3/Kimberly/pearl.mp3	жемчуг, жемчужный	{1008=kimberly}	{1002=eng-rus}
55235	2027	10000-kreekly/mp3/Justin/pearl.mp3	жемчужный	{1008=justin}	{1002=eng-rus}
55235	55231	10000-kreekly/mp3/Justin/pearl.mp3	жемчужина	{1008=justin}	{1002=eng-rus}
55235	123072	10000-kreekly/mp3/Justin/pearl.mp3	жемчуг, жемчужина	{1008=justin}	{1002=eng-rus}
55235	127954	10000-kreekly/mp3/Justin/pearl.mp3	жемчуг, жемчужный	{1008=justin}	{1002=eng-rus}
55236	2027	10000-kreekly/mp3/Joanna/pearl.mp3	жемчужный	{1008=joanna}	{1002=eng-rus}
55236	55231	10000-kreekly/mp3/Joanna/pearl.mp3	жемчужина	{1008=joanna}	{1002=eng-rus}
55236	123072	10000-kreekly/mp3/Joanna/pearl.mp3	жемчуг, жемчужина	{1008=joanna}	{1002=eng-rus}
55236	127954	10000-kreekly/mp3/Joanna/pearl.mp3	жемчуг, жемчужный	{1008=joanna}	{1002=eng-rus}
55237	2027	10000-kreekly/mp3/Salli/pearl.mp3	жемчужный	{1008=salli}	{1002=eng-rus}
55237	55231	10000-kreekly/mp3/Salli/pearl.mp3	жемчужина	{1008=salli}	{1002=eng-rus}
55237	123072	10000-kreekly/mp3/Salli/pearl.mp3	жемчуг, жемчужина	{1008=salli}	{1002=eng-rus}
55237	127954	10000-kreekly/mp3/Salli/pearl.mp3	жемчуг, жемчужный	{1008=salli}	{1002=eng-rus}
55238	2027	10000-kreekly/mp3/Matthew/pearl.mp3	жемчужный	{1008=matthew}	{1002=eng-rus}
55238	55231	10000-kreekly/mp3/Matthew/pearl.mp3	жемчужина	{1008=matthew}	{1002=eng-rus}
55238	123072	10000-kreekly/mp3/Matthew/pearl.mp3	жемчуг, жемчужина	{1008=matthew}	{1002=eng-rus}
55238	127954	10000-kreekly/mp3/Matthew/pearl.mp3	жемчуг, жемчужный	{1008=matthew}	{1002=eng-rus}
123073	2027	5000-studynow/mp3/pearl.mp3	жемчужный	{}	{1002=eng-rus}
123073	55231	5000-studynow/mp3/pearl.mp3	жемчужина	{}	{1002=eng-rus}
123073	123072	5000-studynow/mp3/pearl.mp3	жемчуг, жемчужина	{}	{1002=eng-rus}
123073	127954	5000-studynow/mp3/pearl.mp3	жемчуг, жемчужный	{}	{1002=eng-rus}
127955	2027	8000-wordsteps/mp3/pearl.mp3	жемчужный	{}	{1002=eng-rus}
127955	55231	8000-wordsteps/mp3/pearl.mp3	жемчужина	{}	{1002=eng-rus}
127955	123072	8000-wordsteps/mp3/pearl.mp3	жемчуг, жемчужина	{}	{1002=eng-rus}
127955	127954	8000-wordsteps/mp3/pearl.mp3	жемчуг, жемчужный	{}	{1002=eng-rus}
11856	2030	1000-puzzle-english/mp3/freedictionary_UK/green.mp3	зеленый	{1008=freedictionary_uk}	{1002=eng-rus}
11857	2030	1000-puzzle-english/mp3/collins_US/green.mp3	зеленый	{1008=collins_us}	{1002=eng-rus}
11858	2030	1000-puzzle-english/mp3/macmillan_UK/green.mp3	зеленый	{1008=macmillan_uk}	{1002=eng-rus}
11859	2030	1000-puzzle-english/mp3/freedictionary_US/green.mp3	зеленый	{1008=freedictionary_us}	{1002=eng-rus}
11860	2030	1000-puzzle-english/mp3/peterBaker_UK/green.mp3	зеленый	{1008=peterbaker_uk}	{1002=eng-rus}
11861	2030	1000-puzzle-english/mp3/howjsay_UK/green.mp3	зеленый	{1008=howjsay_uk}	{1002=eng-rus}
11862	2030	1000-puzzle-english/mp3/campbridge_US/green.mp3	зеленый	{1008=campbridge_us}	{1002=eng-rus}
11863	2030	1000-puzzle-english/mp3/vocalware_hugh_UK/green.mp3	зеленый	{1008=vocalware_hugh_uk}	{1002=eng-rus}
11864	2030	1000-puzzle-english/mp3/campbridge_UK/green.mp3	зеленый	{1008=campbridge_uk}	{1002=eng-rus}
11865	2030	1000-puzzle-english/mp3/collins_UK/green.mp3	зеленый	{1008=collins_uk}	{1002=eng-rus}
11866	2030	1000-puzzle-english/mp3/SteveElliott_UK/green.mp3	зеленый	{1008=steveelliott_uk}	{1002=eng-rus}
11867	2030	1000-puzzle-english/mp3/yandex_UK/green.mp3	зеленый	{1008=yandex_uk}	{1002=eng-rus}
23329	2030	10000-kreekly/mp3/Joey/green.mp3	зеленый	{1008=joey}	{1002=eng-rus}
23330	2030	10000-kreekly/mp3/Kendra/green.mp3	зеленый	{1008=kendra}	{1002=eng-rus}
23331	2030	10000-kreekly/mp3/Kimberly/green.mp3	зеленый	{1008=kimberly}	{1002=eng-rus}
23332	2030	10000-kreekly/mp3/Ivy/green.mp3	зеленый	{1008=ivy}	{1002=eng-rus}
23333	2030	10000-kreekly/mp3/Justin/green.mp3	зеленый	{1008=justin}	{1002=eng-rus}
23334	2030	10000-kreekly/mp3/Joanna/green.mp3	зеленый	{1008=joanna}	{1002=eng-rus}
23335	2030	10000-kreekly/mp3/Salli/green.mp3	зеленый	{1008=salli}	{1002=eng-rus}
23336	2030	10000-kreekly/mp3/Matthew/green.mp3	зеленый	{1008=matthew}	{1002=eng-rus}
125710	2030	8000-wordsteps/mp3/green.mp3	зеленый	{}	{1002=eng-rus}
11016	11015	1000-puzzle-english/mp3/freedictionary_UK/gold.mp3	золото	{1008=freedictionary_uk}	{1002=eng-rus}
11016	21027	1000-puzzle-english/mp3/freedictionary_UK/gold.mp3	золотистый	{1008=freedictionary_uk}	{1002=eng-rus}
11016	125707	1000-puzzle-english/mp3/freedictionary_UK/gold.mp3	золото, золотой	{1008=freedictionary_uk}	{1002=eng-rus}
11017	11015	1000-puzzle-english/mp3/collins_US/gold.mp3	золото	{1008=collins_us}	{1002=eng-rus}
11017	21027	1000-puzzle-english/mp3/collins_US/gold.mp3	золотистый	{1008=collins_us}	{1002=eng-rus}
11017	125707	1000-puzzle-english/mp3/collins_US/gold.mp3	золото, золотой	{1008=collins_us}	{1002=eng-rus}
11018	11015	1000-puzzle-english/mp3/macmillan_UK/gold.mp3	золото	{1008=macmillan_uk}	{1002=eng-rus}
11018	21027	1000-puzzle-english/mp3/macmillan_UK/gold.mp3	золотистый	{1008=macmillan_uk}	{1002=eng-rus}
11018	125707	1000-puzzle-english/mp3/macmillan_UK/gold.mp3	золото, золотой	{1008=macmillan_uk}	{1002=eng-rus}
11019	11015	1000-puzzle-english/mp3/freedictionary_US/gold.mp3	золото	{1008=freedictionary_us}	{1002=eng-rus}
11019	21027	1000-puzzle-english/mp3/freedictionary_US/gold.mp3	золотистый	{1008=freedictionary_us}	{1002=eng-rus}
11019	125707	1000-puzzle-english/mp3/freedictionary_US/gold.mp3	золото, золотой	{1008=freedictionary_us}	{1002=eng-rus}
11020	11015	1000-puzzle-english/mp3/peterBaker_UK/gold.mp3	золото	{1008=peterbaker_uk}	{1002=eng-rus}
11020	21027	1000-puzzle-english/mp3/peterBaker_UK/gold.mp3	золотистый	{1008=peterbaker_uk}	{1002=eng-rus}
11020	125707	1000-puzzle-english/mp3/peterBaker_UK/gold.mp3	золото, золотой	{1008=peterbaker_uk}	{1002=eng-rus}
11021	11015	1000-puzzle-english/mp3/howjsay_UK/gold.mp3	золото	{1008=howjsay_uk}	{1002=eng-rus}
11021	21027	1000-puzzle-english/mp3/howjsay_UK/gold.mp3	золотистый	{1008=howjsay_uk}	{1002=eng-rus}
11021	125707	1000-puzzle-english/mp3/howjsay_UK/gold.mp3	золото, золотой	{1008=howjsay_uk}	{1002=eng-rus}
11022	11015	1000-puzzle-english/mp3/campbridge_US/gold.mp3	золото	{1008=campbridge_us}	{1002=eng-rus}
11022	21027	1000-puzzle-english/mp3/campbridge_US/gold.mp3	золотистый	{1008=campbridge_us}	{1002=eng-rus}
11022	125707	1000-puzzle-english/mp3/campbridge_US/gold.mp3	золото, золотой	{1008=campbridge_us}	{1002=eng-rus}
11023	11015	1000-puzzle-english/mp3/vocalware_hugh_UK/gold.mp3	золото	{1008=vocalware_hugh_uk}	{1002=eng-rus}
11023	21027	1000-puzzle-english/mp3/vocalware_hugh_UK/gold.mp3	золотистый	{1008=vocalware_hugh_uk}	{1002=eng-rus}
11023	125707	1000-puzzle-english/mp3/vocalware_hugh_UK/gold.mp3	золото, золотой	{1008=vocalware_hugh_uk}	{1002=eng-rus}
11024	11015	1000-puzzle-english/mp3/campbridge_UK/gold.mp3	золото	{1008=campbridge_uk}	{1002=eng-rus}
11024	21027	1000-puzzle-english/mp3/campbridge_UK/gold.mp3	золотистый	{1008=campbridge_uk}	{1002=eng-rus}
11024	125707	1000-puzzle-english/mp3/campbridge_UK/gold.mp3	золото, золотой	{1008=campbridge_uk}	{1002=eng-rus}
11025	11015	1000-puzzle-english/mp3/collins_UK/gold.mp3	золото	{1008=collins_uk}	{1002=eng-rus}
11025	21027	1000-puzzle-english/mp3/collins_UK/gold.mp3	золотистый	{1008=collins_uk}	{1002=eng-rus}
11025	125707	1000-puzzle-english/mp3/collins_UK/gold.mp3	золото, золотой	{1008=collins_uk}	{1002=eng-rus}
11026	11015	1000-puzzle-english/mp3/SteveElliott_UK/gold.mp3	золото	{1008=steveelliott_uk}	{1002=eng-rus}
11026	21027	1000-puzzle-english/mp3/SteveElliott_UK/gold.mp3	золотистый	{1008=steveelliott_uk}	{1002=eng-rus}
11026	125707	1000-puzzle-english/mp3/SteveElliott_UK/gold.mp3	золото, золотой	{1008=steveelliott_uk}	{1002=eng-rus}
11027	11015	1000-puzzle-english/mp3/yandex_UK/gold.mp3	золото	{1008=yandex_uk}	{1002=eng-rus}
11027	21027	1000-puzzle-english/mp3/yandex_UK/gold.mp3	золотистый	{1008=yandex_uk}	{1002=eng-rus}
11027	125707	1000-puzzle-english/mp3/yandex_UK/gold.mp3	золото, золотой	{1008=yandex_uk}	{1002=eng-rus}
45106	11015	10000-kreekly/mp3/Joey/gold.mp3	золото	{1008=joey}	{1002=eng-rus}
45106	21027	10000-kreekly/mp3/Joey/gold.mp3	золотистый	{1008=joey}	{1002=eng-rus}
45106	125707	10000-kreekly/mp3/Joey/gold.mp3	золото, золотой	{1008=joey}	{1002=eng-rus}
45107	11015	10000-kreekly/mp3/Kendra/gold.mp3	золото	{1008=kendra}	{1002=eng-rus}
45107	21027	10000-kreekly/mp3/Kendra/gold.mp3	золотистый	{1008=kendra}	{1002=eng-rus}
45107	125707	10000-kreekly/mp3/Kendra/gold.mp3	золото, золотой	{1008=kendra}	{1002=eng-rus}
45108	11015	10000-kreekly/mp3/Kimberly/gold.mp3	золото	{1008=kimberly}	{1002=eng-rus}
45108	21027	10000-kreekly/mp3/Kimberly/gold.mp3	золотистый	{1008=kimberly}	{1002=eng-rus}
45108	125707	10000-kreekly/mp3/Kimberly/gold.mp3	золото, золотой	{1008=kimberly}	{1002=eng-rus}
45109	11015	10000-kreekly/mp3/Ivy/gold.mp3	золото	{1008=ivy}	{1002=eng-rus}
45109	21027	10000-kreekly/mp3/Ivy/gold.mp3	золотистый	{1008=ivy}	{1002=eng-rus}
45109	125707	10000-kreekly/mp3/Ivy/gold.mp3	золото, золотой	{1008=ivy}	{1002=eng-rus}
45110	11015	10000-kreekly/mp3/Justin/gold.mp3	золото	{1008=justin}	{1002=eng-rus}
45110	21027	10000-kreekly/mp3/Justin/gold.mp3	золотистый	{1008=justin}	{1002=eng-rus}
45110	125707	10000-kreekly/mp3/Justin/gold.mp3	золото, золотой	{1008=justin}	{1002=eng-rus}
45111	11015	10000-kreekly/mp3/Joanna/gold.mp3	золото	{1008=joanna}	{1002=eng-rus}
45111	21027	10000-kreekly/mp3/Joanna/gold.mp3	золотистый	{1008=joanna}	{1002=eng-rus}
45111	125707	10000-kreekly/mp3/Joanna/gold.mp3	золото, золотой	{1008=joanna}	{1002=eng-rus}
45112	11015	10000-kreekly/mp3/Salli/gold.mp3	золото	{1008=salli}	{1002=eng-rus}
45112	21027	10000-kreekly/mp3/Salli/gold.mp3	золотистый	{1008=salli}	{1002=eng-rus}
45112	125707	10000-kreekly/mp3/Salli/gold.mp3	золото, золотой	{1008=salli}	{1002=eng-rus}
45113	11015	10000-kreekly/mp3/Matthew/gold.mp3	золото	{1008=matthew}	{1002=eng-rus}
45113	21027	10000-kreekly/mp3/Matthew/gold.mp3	золотистый	{1008=matthew}	{1002=eng-rus}
45113	125707	10000-kreekly/mp3/Matthew/gold.mp3	золото, золотой	{1008=matthew}	{1002=eng-rus}
125708	11015	8000-wordsteps/mp3/gold.mp3	золото	{}	{1002=eng-rus}
125708	21027	8000-wordsteps/mp3/gold.mp3	золотистый	{}	{1002=eng-rus}
125708	125707	8000-wordsteps/mp3/gold.mp3	золото, золотой	{}	{1002=eng-rus}
73275	73274	10000-kreekly/mp3/Joey/golden.mp3	золотой	{1008=joey}	{1002=eng-rus}
