factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
71319	2135	10000-kreekly/mp3/Kimberly/plum.mp3	сливовый	{1008=kimberly}	{1002=eng-rus}
71319	2273	10000-kreekly/mp3/Kimberly/plum.mp3	слива	{1008=kimberly}	{1002=eng-rus}
71320	2135	10000-kreekly/mp3/Justin/plum.mp3	сливовый	{1008=justin}	{1002=eng-rus}
71320	2273	10000-kreekly/mp3/Justin/plum.mp3	слива	{1008=justin}	{1002=eng-rus}
71321	2135	10000-kreekly/mp3/Joanna/plum.mp3	сливовый	{1008=joanna}	{1002=eng-rus}
71321	2273	10000-kreekly/mp3/Joanna/plum.mp3	слива	{1008=joanna}	{1002=eng-rus}
71322	2135	10000-kreekly/mp3/Salli/plum.mp3	сливовый	{1008=salli}	{1002=eng-rus}
71322	2273	10000-kreekly/mp3/Salli/plum.mp3	слива	{1008=salli}	{1002=eng-rus}
71323	2135	10000-kreekly/mp3/Matthew/plum.mp3	сливовый	{1008=matthew}	{1002=eng-rus}
71323	2273	10000-kreekly/mp3/Matthew/plum.mp3	слива	{1008=matthew}	{1002=eng-rus}
123262	2135	5000-studynow/mp3/plum.mp3	сливовый	{}	{1002=eng-rus}
123262	2273	5000-studynow/mp3/plum.mp3	слива	{}	{1002=eng-rus}
125505	2135	8000-wordsteps/mp3/plum.mp3	сливовый	{}	{1002=eng-rus}
125505	2273	8000-wordsteps/mp3/plum.mp3	слива	{}	{1002=eng-rus}
18827	2276	1000-puzzle-english/mp3/freedictionary_UK/apple.mp3	яблоко	{1008=freedictionary_uk}	{1002=eng-rus}
18828	2276	1000-puzzle-english/mp3/collins_US/apple.mp3	яблоко	{1008=collins_us}	{1002=eng-rus}
18829	2276	1000-puzzle-english/mp3/macmillan_UK/apple.mp3	яблоко	{1008=macmillan_uk}	{1002=eng-rus}
18830	2276	1000-puzzle-english/mp3/freedictionary_US/apple.mp3	яблоко	{1008=freedictionary_us}	{1002=eng-rus}
18831	2276	1000-puzzle-english/mp3/peterBaker_UK/apple.mp3	яблоко	{1008=peterbaker_uk}	{1002=eng-rus}
18832	2276	1000-puzzle-english/mp3/howjsay_UK/apple.mp3	яблоко	{1008=howjsay_uk}	{1002=eng-rus}
18833	2276	1000-puzzle-english/mp3/campbridge_US/apple.mp3	яблоко	{1008=campbridge_us}	{1002=eng-rus}
18834	2276	1000-puzzle-english/mp3/vocalware_hugh_UK/apple.mp3	яблоко	{1008=vocalware_hugh_uk}	{1002=eng-rus}
18835	2276	1000-puzzle-english/mp3/campbridge_UK/apple.mp3	яблоко	{1008=campbridge_uk}	{1002=eng-rus}
18836	2276	1000-puzzle-english/mp3/collins_UK/apple.mp3	яблоко	{1008=collins_uk}	{1002=eng-rus}
18837	2276	1000-puzzle-english/mp3/SteveElliott_UK/apple.mp3	яблоко	{1008=steveelliott_uk}	{1002=eng-rus}
18838	2276	1000-puzzle-english/mp3/yandex_UK/apple.mp3	яблоко	{1008=yandex_uk}	{1002=eng-rus}
27115	2276	10000-kreekly/mp3/Joey/apple.mp3	яблоко	{1008=joey}	{1002=eng-rus}
27116	2276	10000-kreekly/mp3/Kendra/apple.mp3	яблоко	{1008=kendra}	{1002=eng-rus}
27117	2276	10000-kreekly/mp3/Kimberly/apple.mp3	яблоко	{1008=kimberly}	{1002=eng-rus}
27118	2276	10000-kreekly/mp3/Ivy/apple.mp3	яблоко	{1008=ivy}	{1002=eng-rus}
27119	2276	10000-kreekly/mp3/Justin/apple.mp3	яблоко	{1008=justin}	{1002=eng-rus}
27120	2276	10000-kreekly/mp3/Joanna/apple.mp3	яблоко	{1008=joanna}	{1002=eng-rus}
27121	2276	10000-kreekly/mp3/Salli/apple.mp3	яблоко	{1008=salli}	{1002=eng-rus}
27122	2276	10000-kreekly/mp3/Matthew/apple.mp3	яблоко	{1008=matthew}	{1002=eng-rus}
125484	2276	8000-wordsteps/mp3/apple.mp3	яблоко	{}	{1002=eng-rus}
80866	2279	10000-kreekly/mp3/Joey/lime.mp3	лайм	{1008=joey}	{1002=eng-rus}
80866	125592	10000-kreekly/mp3/Joey/lime.mp3	известь	{1008=joey}	{1002=eng-rus}
80867	2279	10000-kreekly/mp3/Kendra/lime.mp3	лайм	{1008=kendra}	{1002=eng-rus}
80867	125592	10000-kreekly/mp3/Kendra/lime.mp3	известь	{1008=kendra}	{1002=eng-rus}
80868	2279	10000-kreekly/mp3/Kimberly/lime.mp3	лайм	{1008=kimberly}	{1002=eng-rus}
80868	125592	10000-kreekly/mp3/Kimberly/lime.mp3	известь	{1008=kimberly}	{1002=eng-rus}
80869	2279	10000-kreekly/mp3/Justin/lime.mp3	лайм	{1008=justin}	{1002=eng-rus}
80869	125592	10000-kreekly/mp3/Justin/lime.mp3	известь	{1008=justin}	{1002=eng-rus}
80870	2279	10000-kreekly/mp3/Joanna/lime.mp3	лайм	{1008=joanna}	{1002=eng-rus}
80870	125592	10000-kreekly/mp3/Joanna/lime.mp3	известь	{1008=joanna}	{1002=eng-rus}
80871	2279	10000-kreekly/mp3/Salli/lime.mp3	лайм	{1008=salli}	{1002=eng-rus}
80871	125592	10000-kreekly/mp3/Salli/lime.mp3	известь	{1008=salli}	{1002=eng-rus}
80872	2279	10000-kreekly/mp3/Matthew/lime.mp3	лайм	{1008=matthew}	{1002=eng-rus}
80872	125592	10000-kreekly/mp3/Matthew/lime.mp3	известь	{1008=matthew}	{1002=eng-rus}
125593	2279	8000-wordsteps/mp3/lime.mp3	лайм	{}	{1002=eng-rus}
125593	125592	8000-wordsteps/mp3/lime.mp3	известь	{}	{1002=eng-rus}
43923	2285	10000-kreekly/mp3/Joey/fig.mp3	инжир	{1008=joey}	{1002=eng-rus}
43923	125490	10000-kreekly/mp3/Joey/fig.mp3	рис	{1008=joey}	{1002=eng-rus}
43924	2285	10000-kreekly/mp3/Kendra/fig.mp3	инжир	{1008=kendra}	{1002=eng-rus}
43924	125490	10000-kreekly/mp3/Kendra/fig.mp3	рис	{1008=kendra}	{1002=eng-rus}
43925	2285	10000-kreekly/mp3/Kimberly/fig.mp3	инжир	{1008=kimberly}	{1002=eng-rus}
43925	125490	10000-kreekly/mp3/Kimberly/fig.mp3	рис	{1008=kimberly}	{1002=eng-rus}
43926	2285	10000-kreekly/mp3/Justin/fig.mp3	инжир	{1008=justin}	{1002=eng-rus}
43926	125490	10000-kreekly/mp3/Justin/fig.mp3	рис	{1008=justin}	{1002=eng-rus}
43927	2285	10000-kreekly/mp3/Joanna/fig.mp3	инжир	{1008=joanna}	{1002=eng-rus}
43927	125490	10000-kreekly/mp3/Joanna/fig.mp3	рис	{1008=joanna}	{1002=eng-rus}
43928	2285	10000-kreekly/mp3/Salli/fig.mp3	инжир	{1008=salli}	{1002=eng-rus}
43928	125490	10000-kreekly/mp3/Salli/fig.mp3	рис	{1008=salli}	{1002=eng-rus}
43929	2285	10000-kreekly/mp3/Matthew/fig.mp3	инжир	{1008=matthew}	{1002=eng-rus}
43929	125490	10000-kreekly/mp3/Matthew/fig.mp3	рис	{1008=matthew}	{1002=eng-rus}
125491	2285	8000-wordsteps/mp3/fig.mp3	инжир	{}	{1002=eng-rus}
125491	125490	8000-wordsteps/mp3/fig.mp3	рис	{}	{1002=eng-rus}
